method,alpha,coverage,dgp,statistic,n,B,repetitions
ci_quant_param,0.025,0.1152,DGPBeta_10_2,percentile_5,32,1000,10000
ci_quant_nonparam,0.025,0.1997,DGPBeta_10_2,percentile_5,32,1000,10000
maritz-jarrett,0.025,0.1032,DGPBeta_10_2,percentile_5,32,1000,10000
percentile,0.05,0.1997,DGPBeta_10_2,percentile_5,32,1000,10000
basic,0.05,0.1622,DGPBeta_10_2,percentile_5,32,1000,10000
bca,0.05,0.1997,DGPBeta_10_2,percentile_5,32,1000,10000
bc,0.05,0.1997,DGPBeta_10_2,percentile_5,32,1000,10000
standard,0.05,0.1288,DGPBeta_10_2,percentile_5,32,1000,10000
smoothed,0.05,0.1745,DGPBeta_10_2,percentile_5,32,1000,10000
double,0.05,0.1997,DGPBeta_10_2,percentile_5,32,1000,10000
studentized,0.05,0.0826,DGPBeta_10_2,percentile_5,32,1000,10000
ci_quant_param,0.05,0.1589,DGPBeta_10_2,percentile_5,32,1000,10000
ci_quant_nonparam,0.05,0.1997,DGPBeta_10_2,percentile_5,32,1000,10000
maritz-jarrett,0.05,0.1209,DGPBeta_10_2,percentile_5,32,1000,10000
percentile,0.25,0.2448,DGPBeta_10_2,percentile_5,32,1000,10000
basic,0.25,0.3252,DGPBeta_10_2,percentile_5,32,1000,10000
bca,0.25,0.1997,DGPBeta_10_2,percentile_5,32,1000,10000
bc,0.25,0.1997,DGPBeta_10_2,percentile_5,32,1000,10000
standard,0.25,0.2914,DGPBeta_10_2,percentile_5,32,1000,10000
smoothed,0.25,0.2935,DGPBeta_10_2,percentile_5,32,1000,10000
double,0.25,0.1997,DGPBeta_10_2,percentile_5,32,1000,10000
studentized,0.25,0.2946,DGPBeta_10_2,percentile_5,32,1000,10000
ci_quant_param,0.25,0.3438,DGPBeta_10_2,percentile_5,32,1000,10000
ci_quant_nonparam,0.25,0.5321,DGPBeta_10_2,percentile_5,32,1000,10000
maritz-jarrett,0.25,0.2214,DGPBeta_10_2,percentile_5,32,1000,10000
percentile,0.75,0.7809,DGPBeta_10_2,percentile_5,32,1000,10000
basic,0.75,0.7345,DGPBeta_10_2,percentile_5,32,1000,10000
bca,0.75,0.4618,DGPBeta_10_2,percentile_5,32,1000,10000
bc,0.75,0.4618,DGPBeta_10_2,percentile_5,32,1000,10000
standard,0.75,0.7388,DGPBeta_10_2,percentile_5,32,1000,10000
smoothed,0.75,0.7776,DGPBeta_10_2,percentile_5,32,1000,10000
double,0.75,0.56,DGPBeta_10_2,percentile_5,32,1000,10000
studentized,0.75,0.6946,DGPBeta_10_2,percentile_5,32,1000,10000
ci_quant_param,0.75,0.6364,DGPBeta_10_2,percentile_5,32,1000,10000
ci_quant_nonparam,0.75,0.7887,DGPBeta_10_2,percentile_5,32,1000,10000
maritz-jarrett,0.75,0.5899,DGPBeta_10_2,percentile_5,32,1000,10000
percentile,0.95,0.9763,DGPBeta_10_2,percentile_5,32,1000,10000
basic,0.95,0.7701,DGPBeta_10_2,percentile_5,32,1000,10000
bca,0.95,0.6766,DGPBeta_10_2,percentile_5,32,1000,10000
bc,0.95,0.7549,DGPBeta_10_2,percentile_5,32,1000,10000
standard,0.95,0.9467,DGPBeta_10_2,percentile_5,32,1000,10000
smoothed,0.95,0.9769,DGPBeta_10_2,percentile_5,32,1000,10000
double,0.95,0.8533,DGPBeta_10_2,percentile_5,32,1000,10000
studentized,0.95,0.8374,DGPBeta_10_2,percentile_5,32,1000,10000
ci_quant_param,0.95,0.8054,DGPBeta_10_2,percentile_5,32,1000,10000
ci_quant_nonparam,0.95,0.9783,DGPBeta_10_2,percentile_5,32,1000,10000
maritz-jarrett,0.95,0.8447,DGPBeta_10_2,percentile_5,32,1000,10000
percentile,0.975,0.9919,DGPBeta_10_2,percentile_5,32,1000,10000
basic,0.975,0.7701,DGPBeta_10_2,percentile_5,32,1000,10000
bca,0.975,0.7757,DGPBeta_10_2,percentile_5,32,1000,10000
bc,0.975,0.7824,DGPBeta_10_2,percentile_5,32,1000,10000
standard,0.975,0.9704,DGPBeta_10_2,percentile_5,32,1000,10000
smoothed,0.975,0.9921,DGPBeta_10_2,percentile_5,32,1000,10000
double,0.975,0.9015,DGPBeta_10_2,percentile_5,32,1000,10000
studentized,0.975,0.8721,DGPBeta_10_2,percentile_5,32,1000,10000
ci_quant_param,0.975,0.8482,DGPBeta_10_2,percentile_5,32,1000,10000
ci_quant_nonparam,0.975,0.9783,DGPBeta_10_2,percentile_5,32,1000,10000
maritz-jarrett,0.975,0.8929,DGPBeta_10_2,percentile_5,32,1000,10000
percentile,0.025,0.03,DGPLaplace_0_1,mean,128,100,10000
basic,0.025,0.0302,DGPLaplace_0_1,mean,128,100,10000
bca,0.025,0.0348,DGPLaplace_0_1,mean,128,100,10000
bc,0.025,0.0329,DGPLaplace_0_1,mean,128,100,10000
standard,0.025,0.0302,DGPLaplace_0_1,mean,128,100,10000
smoothed,0.025,0.0307,DGPLaplace_0_1,mean,128,100,10000
double,0.025,0.0299,DGPLaplace_0_1,mean,128,100,10000
studentized,0.025,0.0295,DGPLaplace_0_1,mean,128,100,10000
wilcoxon,0.025,0.0232,DGPLaplace_0_1,mean,128,100,10000
ttest,0.025,0.0262,DGPLaplace_0_1,mean,128,100,10000
percentile,0.05,0.0589,DGPLaplace_0_1,mean,128,100,10000
basic,0.05,0.0532,DGPLaplace_0_1,mean,128,100,10000
bca,0.05,0.0638,DGPLaplace_0_1,mean,128,100,10000
bc,0.05,0.0615,DGPLaplace_0_1,mean,128,100,10000
standard,0.05,0.057,DGPLaplace_0_1,mean,128,100,10000
smoothed,0.05,0.058,DGPLaplace_0_1,mean,128,100,10000
double,0.05,0.0567,DGPLaplace_0_1,mean,128,100,10000
studentized,0.05,0.0538,DGPLaplace_0_1,mean,128,100,10000
wilcoxon,0.05,0.052,DGPLaplace_0_1,mean,128,100,10000
ttest,0.05,0.0507,DGPLaplace_0_1,mean,128,100,10000
percentile,0.25,0.2596,DGPLaplace_0_1,mean,128,100,10000
basic,0.25,0.2598,DGPLaplace_0_1,mean,128,100,10000
bca,0.25,0.2596,DGPLaplace_0_1,mean,128,100,10000
bc,0.25,0.2593,DGPLaplace_0_1,mean,128,100,10000
standard,0.25,0.2623,DGPLaplace_0_1,mean,128,100,10000
smoothed,0.25,0.2591,DGPLaplace_0_1,mean,128,100,10000
double,0.25,0.2603,DGPLaplace_0_1,mean,128,100,10000
studentized,0.25,0.2552,DGPLaplace_0_1,mean,128,100,10000
wilcoxon,0.25,0.2588,DGPLaplace_0_1,mean,128,100,10000
ttest,0.25,0.2598,DGPLaplace_0_1,mean,128,100,10000
percentile,0.75,0.7499,DGPLaplace_0_1,mean,128,100,10000
basic,0.75,0.7449,DGPLaplace_0_1,mean,128,100,10000
bca,0.75,0.7439,DGPLaplace_0_1,mean,128,100,10000
bc,0.75,0.7443,DGPLaplace_0_1,mean,128,100,10000
standard,0.75,0.7468,DGPLaplace_0_1,mean,128,100,10000
smoothed,0.75,0.7503,DGPLaplace_0_1,mean,128,100,10000
double,0.75,0.7496,DGPLaplace_0_1,mean,128,100,10000
studentized,0.75,0.7478,DGPLaplace_0_1,mean,128,100,10000
wilcoxon,0.75,0.7552,DGPLaplace_0_1,mean,128,100,10000
ttest,0.75,0.7498,DGPLaplace_0_1,mean,128,100,10000
percentile,0.95,0.9442,DGPLaplace_0_1,mean,128,100,10000
basic,0.95,0.9463,DGPLaplace_0_1,mean,128,100,10000
bca,0.95,0.9383,DGPLaplace_0_1,mean,128,100,10000
bc,0.95,0.9395,DGPLaplace_0_1,mean,128,100,10000
standard,0.95,0.9462,DGPLaplace_0_1,mean,128,100,10000
smoothed,0.95,0.9443,DGPLaplace_0_1,mean,128,100,10000
double,0.95,0.9435,DGPLaplace_0_1,mean,128,100,10000
studentized,0.95,0.9478,DGPLaplace_0_1,mean,128,100,10000
wilcoxon,0.95,0.9496,DGPLaplace_0_1,mean,128,100,10000
ttest,0.95,0.9491,DGPLaplace_0_1,mean,128,100,10000
percentile,0.975,0.9719,DGPLaplace_0_1,mean,128,100,10000
basic,0.975,0.9724,DGPLaplace_0_1,mean,128,100,10000
bca,0.975,0.9653,DGPLaplace_0_1,mean,128,100,10000
bc,0.975,0.9671,DGPLaplace_0_1,mean,128,100,10000
standard,0.975,0.9732,DGPLaplace_0_1,mean,128,100,10000
smoothed,0.975,0.972,DGPLaplace_0_1,mean,128,100,10000
double,0.975,0.9718,DGPLaplace_0_1,mean,128,100,10000
studentized,0.975,0.9735,DGPLaplace_0_1,mean,128,100,10000
wilcoxon,0.975,0.9752,DGPLaplace_0_1,mean,128,100,10000
ttest,0.975,0.9757,DGPLaplace_0_1,mean,128,100,10000
percentile,0.025,0.0921,DGPLaplace_0_1,mean,256,10,10000
basic,0.025,0.0922,DGPLaplace_0_1,mean,256,10,10000
bca,0.025,0.113,DGPLaplace_0_1,mean,256,10,10000
bc,0.025,0.113,DGPLaplace_0_1,mean,256,10,10000
standard,0.025,0.0512,DGPLaplace_0_1,mean,256,10,10000
smoothed,0.025,0.0925,DGPLaplace_0_1,mean,256,10,10000
double,0.025,0.1201,DGPLaplace_0_1,mean,256,10,10000
studentized,0.025,0.0996,DGPLaplace_0_1,mean,256,10,10000
wilcoxon,0.025,0.0247,DGPLaplace_0_1,mean,256,10,10000
ttest,0.025,0.0271,DGPLaplace_0_1,mean,256,10,10000
percentile,0.05,0.0921,DGPLaplace_0_1,mean,256,10,10000
basic,0.05,0.0922,DGPLaplace_0_1,mean,256,10,10000
bca,0.05,0.1314,DGPLaplace_0_1,mean,256,10,10000
bc,0.05,0.131,DGPLaplace_0_1,mean,256,10,10000
standard,0.05,0.0787,DGPLaplace_0_1,mean,256,10,10000
smoothed,0.05,0.0925,DGPLaplace_0_1,mean,256,10,10000
double,0.05,0.1201,DGPLaplace_0_1,mean,256,10,10000
studentized,0.05,0.0996,DGPLaplace_0_1,mean,256,10,10000
wilcoxon,0.05,0.0503,DGPLaplace_0_1,mean,256,10,10000
ttest,0.05,0.0522,DGPLaplace_0_1,mean,256,10,10000
percentile,0.25,0.2656,DGPLaplace_0_1,mean,256,10,10000
basic,0.25,0.2671,DGPLaplace_0_1,mean,256,10,10000
bca,0.25,0.2769,DGPLaplace_0_1,mean,256,10,10000
bc,0.25,0.2769,DGPLaplace_0_1,mean,256,10,10000
standard,0.25,0.2734,DGPLaplace_0_1,mean,256,10,10000
smoothed,0.25,0.2653,DGPLaplace_0_1,mean,256,10,10000
double,0.25,0.26,DGPLaplace_0_1,mean,256,10,10000
studentized,0.25,0.26,DGPLaplace_0_1,mean,256,10,10000
wilcoxon,0.25,0.2529,DGPLaplace_0_1,mean,256,10,10000
ttest,0.25,0.2522,DGPLaplace_0_1,mean,256,10,10000
percentile,0.75,0.7347,DGPLaplace_0_1,mean,256,10,10000
basic,0.75,0.7378,DGPLaplace_0_1,mean,256,10,10000
bca,0.75,0.7292,DGPLaplace_0_1,mean,256,10,10000
bc,0.75,0.7291,DGPLaplace_0_1,mean,256,10,10000
standard,0.75,0.7316,DGPLaplace_0_1,mean,256,10,10000
smoothed,0.75,0.7359,DGPLaplace_0_1,mean,256,10,10000
double,0.75,0.7393,DGPLaplace_0_1,mean,256,10,10000
studentized,0.75,0.748,DGPLaplace_0_1,mean,256,10,10000
wilcoxon,0.75,0.7521,DGPLaplace_0_1,mean,256,10,10000
ttest,0.75,0.7521,DGPLaplace_0_1,mean,256,10,10000
percentile,0.95,0.9053,DGPLaplace_0_1,mean,256,10,10000
basic,0.95,0.9097,DGPLaplace_0_1,mean,256,10,10000
bca,0.95,0.8653,DGPLaplace_0_1,mean,256,10,10000
bc,0.95,0.8655,DGPLaplace_0_1,mean,256,10,10000
standard,0.95,0.9211,DGPLaplace_0_1,mean,256,10,10000
smoothed,0.95,0.9054,DGPLaplace_0_1,mean,256,10,10000
double,0.95,0.8762,DGPLaplace_0_1,mean,256,10,10000
studentized,0.95,0.902,DGPLaplace_0_1,mean,256,10,10000
wilcoxon,0.95,0.9483,DGPLaplace_0_1,mean,256,10,10000
ttest,0.95,0.9488,DGPLaplace_0_1,mean,256,10,10000
percentile,0.975,0.9053,DGPLaplace_0_1,mean,256,10,10000
basic,0.975,0.9097,DGPLaplace_0_1,mean,256,10,10000
bca,0.975,0.8817,DGPLaplace_0_1,mean,256,10,10000
bc,0.975,0.8817,DGPLaplace_0_1,mean,256,10,10000
standard,0.975,0.9483,DGPLaplace_0_1,mean,256,10,10000
smoothed,0.975,0.9054,DGPLaplace_0_1,mean,256,10,10000
double,0.975,0.8762,DGPLaplace_0_1,mean,256,10,10000
studentized,0.975,0.902,DGPLaplace_0_1,mean,256,10,10000
wilcoxon,0.975,0.9736,DGPLaplace_0_1,mean,256,10,10000
ttest,0.975,0.9753,DGPLaplace_0_1,mean,256,10,10000
percentile,0.025,0.0266,DGPBeta_10_2,median,128,1000,10000
basic,0.025,0.0714,DGPBeta_10_2,median,128,1000,10000
bca,0.025,0.0235,DGPBeta_10_2,median,128,1000,10000
bc,0.025,0.0235,DGPBeta_10_2,median,128,1000,10000
standard,0.025,0.0344,DGPBeta_10_2,median,128,1000,10000
smoothed,0.025,0.0269,DGPBeta_10_2,median,128,1000,10000
double,0.025,0.0252,DGPBeta_10_2,median,128,1000,10000
studentized,0.025,0.056,DGPBeta_10_2,median,128,1000,10000
wilcoxon,0.025,0.0025,DGPBeta_10_2,median,128,1000,10000
ci_quant_param,0.025,0.0616,DGPBeta_10_2,median,128,1000,10000
ci_quant_nonparam,0.025,0.0327,DGPBeta_10_2,median,128,1000,10000
maritz-jarrett,0.025,0.031,DGPBeta_10_2,median,128,1000,10000
percentile,0.05,0.0519,DGPBeta_10_2,median,128,1000,10000
basic,0.05,0.1023,DGPBeta_10_2,median,128,1000,10000
bca,0.05,0.0448,DGPBeta_10_2,median,128,1000,10000
bc,0.05,0.0448,DGPBeta_10_2,median,128,1000,10000
standard,0.05,0.0631,DGPBeta_10_2,median,128,1000,10000
smoothed,0.05,0.051,DGPBeta_10_2,median,128,1000,10000
double,0.05,0.0493,DGPBeta_10_2,median,128,1000,10000
studentized,0.05,0.0905,DGPBeta_10_2,median,128,1000,10000
wilcoxon,0.05,0.0045,DGPBeta_10_2,median,128,1000,10000
ci_quant_param,0.05,0.0994,DGPBeta_10_2,median,128,1000,10000
ci_quant_nonparam,0.05,0.0667,DGPBeta_10_2,median,128,1000,10000
maritz-jarrett,0.05,0.0586,DGPBeta_10_2,median,128,1000,10000
percentile,0.25,0.2469,DGPBeta_10_2,median,128,1000,10000
basic,0.25,0.2769,DGPBeta_10_2,median,128,1000,10000
bca,0.25,0.2281,DGPBeta_10_2,median,128,1000,10000
bc,0.25,0.2281,DGPBeta_10_2,median,128,1000,10000
standard,0.25,0.2504,DGPBeta_10_2,median,128,1000,10000
smoothed,0.25,0.2475,DGPBeta_10_2,median,128,1000,10000
double,0.25,0.2427,DGPBeta_10_2,median,128,1000,10000
studentized,0.25,0.2807,DGPBeta_10_2,median,128,1000,10000
wilcoxon,0.25,0.0451,DGPBeta_10_2,median,128,1000,10000
ci_quant_param,0.25,0.2954,DGPBeta_10_2,median,128,1000,10000
ci_quant_nonparam,0.25,0.2679,DGPBeta_10_2,median,128,1000,10000
maritz-jarrett,0.25,0.2455,DGPBeta_10_2,median,128,1000,10000
percentile,0.75,0.7468,DGPBeta_10_2,median,128,1000,10000
basic,0.75,0.7298,DGPBeta_10_2,median,128,1000,10000
bca,0.75,0.7231,DGPBeta_10_2,median,128,1000,10000
bc,0.75,0.7231,DGPBeta_10_2,median,128,1000,10000
standard,0.75,0.7483,DGPBeta_10_2,median,128,1000,10000
smoothed,0.75,0.7465,DGPBeta_10_2,median,128,1000,10000
double,0.75,0.74,DGPBeta_10_2,median,128,1000,10000
studentized,0.75,0.7261,DGPBeta_10_2,median,128,1000,10000
wilcoxon,0.75,0.337,DGPBeta_10_2,median,128,1000,10000
ci_quant_param,0.75,0.7017,DGPBeta_10_2,median,128,1000,10000
ci_quant_nonparam,0.75,0.7832,DGPBeta_10_2,median,128,1000,10000
maritz-jarrett,0.75,0.7517,DGPBeta_10_2,median,128,1000,10000
percentile,0.95,0.9468,DGPBeta_10_2,median,128,1000,10000
basic,0.95,0.9195,DGPBeta_10_2,median,128,1000,10000
bca,0.95,0.9381,DGPBeta_10_2,median,128,1000,10000
bc,0.95,0.9381,DGPBeta_10_2,median,128,1000,10000
standard,0.95,0.9453,DGPBeta_10_2,median,128,1000,10000
smoothed,0.95,0.9476,DGPBeta_10_2,median,128,1000,10000
double,0.95,0.9453,DGPBeta_10_2,median,128,1000,10000
studentized,0.95,0.9273,DGPBeta_10_2,median,128,1000,10000
wilcoxon,0.95,0.7132,DGPBeta_10_2,median,128,1000,10000
ci_quant_param,0.95,0.9005,DGPBeta_10_2,median,128,1000,10000
ci_quant_nonparam,0.95,0.9518,DGPBeta_10_2,median,128,1000,10000
maritz-jarrett,0.95,0.9477,DGPBeta_10_2,median,128,1000,10000
percentile,0.975,0.9727,DGPBeta_10_2,median,128,1000,10000
basic,0.975,0.9491,DGPBeta_10_2,median,128,1000,10000
bca,0.975,0.9678,DGPBeta_10_2,median,128,1000,10000
bc,0.975,0.9678,DGPBeta_10_2,median,128,1000,10000
standard,0.975,0.9708,DGPBeta_10_2,median,128,1000,10000
smoothed,0.975,0.9737,DGPBeta_10_2,median,128,1000,10000
double,0.975,0.9731,DGPBeta_10_2,median,128,1000,10000
studentized,0.975,0.9575,DGPBeta_10_2,median,128,1000,10000
wilcoxon,0.975,0.8069,DGPBeta_10_2,median,128,1000,10000
ci_quant_param,0.975,0.9352,DGPBeta_10_2,median,128,1000,10000
ci_quant_nonparam,0.975,0.9784,DGPBeta_10_2,median,128,1000,10000
maritz-jarrett,0.975,0.9717,DGPBeta_10_2,median,128,1000,10000
percentile,0.025,0.0272,DGPLaplace_0_1,mean,256,100,10000
basic,0.025,0.0261,DGPLaplace_0_1,mean,256,100,10000
bca,0.025,0.0309,DGPLaplace_0_1,mean,256,100,10000
bc,0.025,0.0302,DGPLaplace_0_1,mean,256,100,10000
standard,0.025,0.0272,DGPLaplace_0_1,mean,256,100,10000
